id,dia_da_semana,horario_de_pico,operacao_normal,estacao_de_entrada,sentido,esta_chovendo,lotacao_1_min_5_max,linha_8,linha_9
917,Quinta,Não,Não,Jandira,Itapevi,Não,2,4.0,0.0
918,Domingo,Sim,Sim,Sagrado Coração,Itapevi,Não,5,9.0,0.0
919,Sábado,Não,Não,Jardim Silveira,Palmeiras Barra Funda,Não,3,4.0,0.0
920,Sábado,Sim,Sim,Com. Sampaio,Palmeiras Barra Funda,Não,5,10.0,0.0
921,Domingo,Sim,Sim,Jardim Belval,Itapevi,Sim,4,11.0,0.0
922,Domingo,Sim,Não,Sagrado Coração,Palmeiras Barra Funda,Não,5,15.0,0.0
923,Quinta,Sim,Não,Osasco,Palmeiras Barra Funda,Não,5,10.0,0.0
924,Sábado,Sim,Não,Barueri,Itapevi,Não,3,13.0,0.0
925,Terça,Sim,Sim,Domingo de Moraes,Itapevi,Não,3,15.0,0.0
926,Sábado,Sim,Sim,Carapicuíba,Palmeiras Barra Funda,Sim,4,12.0,0.0
927,Segunda,Sim,Sim,Eng. Cardoso,Palmeiras Barra Funda,Sim,3,9.0,0.0
928,Quarta,Sim,Sim,Lapa,Itapevi,Não,4,13.0,0.0
929,Domingo,Sim,Não,Osasco,Itapevi,Não,4,15.0,0.0
930,Quarta,Sim,Sim,Jardim Belval,Itapevi,Sim,4,15.0,0.0
931,Sexta,Sim,Sim,Com. Sampaio,Palmeiras Barra Funda,Não,5,14.0,0.0
932,Terça,Não,Sim,Domingo de Moraes,Palmeiras Barra Funda,Não,1,5.0,0.0
933,Segunda,Sim,Sim,Imperatriz Leopoldina,Palmeiras Barra Funda,Não,5,12.0,0.0
934,Sexta,Não,Sim,Domingo de Moraes,Itapevi,Não,2,4.0,0.0
935,Segunda,Não,Sim,Júlio Prestes,Palmeiras Barra Funda,Não,2,3.0,0.0
936,Domingo,Sim,Não,Osasco,Itapevi,Não,5,11.0,0.0
937,Domingo,Não,Não,Palmeiras Barra Funda,Itapevi,Sim,2,8.0,0.0
938,Segunda,Sim,Sim,Jardim Belval,Palmeiras Barra Funda,Sim,4,10.0,0.0
939,Terça,Sim,Sim,Lapa,Palmeiras Barra Funda,Não,3,11.0,0.0
940,Sábado,Não,Sim,Jandira,Palmeiras Barra Funda,Não,3,7.0,0.0
941,Terça,Sim,Sim,Gen. Miguel Costa,Itapevi,Não,5,14.0,0.0
942,Terça,Sim,Sim,Quitaúna,Palmeiras Barra Funda,Não,5,14.0,0.0
943,Segunda,Não,Sim,Quitaúna,Itapevi,Não,1,7.0,0.0
944,Segunda,Sim,Sim,Jandira,Palmeiras Barra Funda,Sim,3,13.0,0.0
945,Domingo,Sim,Não,Antônio João,Palmeiras Barra Funda,Não,4,11.0,0.0
946,Segunda,Sim,Sim,Gen. Miguel Costa,Itapevi,Não,4,9.0,0.0
947,Quarta,Sim,Sim,Júlio Prestes,Itapevi,Sim,3,12.0,0.0
948,Domingo,Sim,Sim,Gen. Miguel Costa,Itapevi,Não,4,9.0,0.0
949,Quinta,Sim,Sim,Domingo de Moraes,Itapevi,Não,4,13.0,0.0
950,Quinta,Sim,Sim,Santa Rita,Palmeiras Barra Funda,Não,3,10.0,0.0
951,Domingo,Sim,Sim,Amador Bueno,Itapevi,Sim,5,10.0,0.0
952,Quarta,Não,Sim,Júlio Prestes,Itapevi,Não,3,7.0,0.0
953,Quinta,Não,Sim,Gen. Miguel Costa,Palmeiras Barra Funda,Não,1,3.0,0.0
954,Quarta,Não,Não,Quitaúna,Itapevi,Não,3,6.0,0.0
955,Terça,Sim,Sim,Santa Terezinha,Palmeiras Barra Funda,Não,4,9.0,0.0
956,Quinta,Sim,Sim,Osasco,Itapevi,Sim,5,10.0,0.0
957,Domingo,Não,Sim,Com. Sampaio,Palmeiras Barra Funda,Não,3,3.0,0.0
958,Domingo,Sim,Sim,Jardim Belval,Palmeiras Barra Funda,Não,4,10.0,0.0
959,Sábado,Sim,Sim,Jandira,Itapevi,Não,4,13.0,0.0
960,Quarta,Sim,Sim,Itapevi,Itapevi,Não,4,11.0,0.0
961,Quarta,Não,Não,Palmeiras Barra Funda,Itapevi,Não,2,6.0,0.0
962,Sábado,Sim,Sim,Barueri,Palmeiras Barra Funda,Não,5,9.0,0.0
963,Quarta,Sim,Sim,Jardim Silveira,Itapevi,Não,3,10.0,0.0
964,Sexta,Sim,Sim,Itapevi,Itapevi,Não,4,11.0,0.0
965,Quarta,Não,Sim,Carapicuíba,Palmeiras Barra Funda,Não,1,3.0,0.0
966,Terça,Não,Sim,Imperatriz Leopoldina,Itapevi,Não,1,3.0,0.0
967,Quinta,Não,Sim,Júlio Prestes,Itapevi,Não,1,4.0,0.0
968,Terça,Sim,Não,Itapevi,Itapevi,Não,5,11.0,0.0
969,Sexta,Não,Sim,Carapicuíba,Itapevi,Não,3,8.0,0.0
970,Quinta,Sim,Não,Palmeiras Barra Funda,Itapevi,Não,5,11.0,0.0
971,Quarta,Não,Não,Domingo de Moraes,Palmeiras Barra Funda,Não,1,6.0,0.0
972,Quarta,Sim,Não,Sagrado Coração,Itapevi,Não,5,12.0,0.0
973,Segunda,Não,Não,Imperatriz Leopoldina,Itapevi,Não,2,7.0,0.0
974,Quarta,Não,Sim,Lapa,Itapevi,Sim,3,5.0,0.0
975,Sexta,Sim,Não,Gen. Miguel Costa,Itapevi,Não,3,15.0,0.0
976,Sábado,Sim,Sim,Antônio João,Itapevi,Não,3,12.0,0.0
977,Sábado,Não,Não,Quitaúna,Itapevi,Não,2,3.0,0.0
978,Quinta,Sim,Não,Jandira,Palmeiras Barra Funda,Não,4,14.0,0.0
979,Sábado,Não,Sim,Sagrado Coração,Itapevi,Não,2,3.0,0.0
980,Domingo,Não,Sim,Com. Sampaio,Palmeiras Barra Funda,Não,2,4.0,0.0
981,Segunda,Não,Sim,Carapicuíba,Palmeiras Barra Funda,Não,3,8.0,0.0
982,Quarta,Sim,Sim,Carapicuíba,Palmeiras Barra Funda,Não,5,10.0,0.0
983,Sábado,Sim,Sim,Santa Terezinha,Palmeiras Barra Funda,Não,3,13.0,0.0
984,Domingo,Sim,Não,Santa Rita,Itapevi,Não,5,12.0,0.0
985,Segunda,Sim,Sim,Jardim Silveira,Itapevi,Sim,5,14.0,0.0
986,Terça,Não,Sim,Santa Terezinha,Itapevi,Não,3,5.0,0.0
987,Sexta,Sim,Sim,Barueri,Itapevi,Não,4,11.0,0.0
988,Terça,Sim,Sim,Com. Sampaio,Itapevi,Não,4,9.0,0.0
989,Quarta,Sim,Sim,Osasco,Palmeiras Barra Funda,Não,3,12.0,0.0
990,Quinta,Sim,Não,Pres. Altino,Itapevi,Sim,5,11.0,0.0
991,Quarta,Não,Sim,Júlio Prestes,Palmeiras Barra Funda,Não,3,8.0,0.0
992,Sábado,Sim,Sim,Júlio Prestes,Itapevi,Não,5,15.0,0.0
993,Terça,Sim,Sim,Barueri,Palmeiras Barra Funda,Sim,4,11.0,0.0
994,Sábado,Sim,Sim,Sagrado Coração,Palmeiras Barra Funda,Não,4,13.0,0.0
995,Quinta,Sim,Sim,Itapevi,Palmeiras Barra Funda,Não,4,12.0,0.0
996,Segunda,Sim,Não,Jardim Belval,Palmeiras Barra Funda,Sim,3,10.0,0.0
997,Sexta,Sim,Sim,Com. Sampaio,Itapevi,Não,3,9.0,0.0
998,Quarta,Sim,Não,Eng. Cardoso,Itapevi,Sim,5,9.0,0.0
999,Domingo,Sim,Não,Júlio Prestes,Palmeiras Barra Funda,Não,5,13.0,0.0
1000,Terça,Sim,Sim,Santa Terezinha,Palmeiras Barra Funda,Não,4,15.0,0.0
1001,Domingo,Sim,Sim,Osasco,Osasco,Não,4,0.0,9.0
1002,Quinta,Sim,Sim,Pres. Altino,Osasco,Sim,5,0.0,15.0
1003,Domingo,Não,Sim,Autódromo,Grajaú,Não,2,0.0,5.0
1004,Domingo,Não,Sim,Mendes Vila Natal,Osasco,Não,1,0.0,8.0
1005,Quarta,Sim,Sim,Grajau,Grajaú,Não,5,0.0,10.0
1006,Sábado,Sim,Sim,Grajau,Osasco,Não,5,0.0,13.0
1007,Quinta,Não,Sim,Santo Amaro,Osasco,Sim,3,0.0,5.0
1008,Terça,Sim,Sim,Cidade Universitária,Osasco,Não,3,0.0,14.0
1009,Segunda,Não,Sim,Ceasa,Grajaú,Não,3,0.0,4.0
1010,Sexta,Sim,Sim,Osasco,Grajaú,Não,5,0.0,15.0
1011,Quarta,Sim,Sim,Cidade Jardim,Grajaú,Sim,5,0.0,13.0
1012,Segunda,Sim,Não,Pinheiros,Grajaú,Não,4,0.0,9.0
1013,Quarta,Sim,Sim,Pinheiros,Grajaú,Não,5,0.0,11.0
1014,Sexta,Sim,Não,Jurubatuba,Grajaú,Não,4,0.0,10.0
1015,Domingo,Não,Sim,Hebraica Rebouças,Grajaú,Não,2,0.0,7.0
1016,Terça,Sim,Sim,Osasco,Osasco,Não,4,0.0,10.0
1017,Terça,Sim,Sim,Pres. Altino,Osasco,Não,4,0.0,13.0
1018,Sexta,Sim,Sim,Villa-Lobos Jaguaré,Osasco,Não,5,0.0,10.0
1019,Sexta,Sim,Sim,Granja Julieta,Grajaú,Não,5,0.0,10.0
1020,Sábado,Não,Sim,Ceasa,Grajaú,Sim,1,0.0,8.0
1021,Quarta,Não,Sim,Socorro,Osasco,Não,1,0.0,3.0
1022,Terça,Não,Sim,Cidade Jardim,Osasco,Não,1,0.0,3.0
1023,Domingo,Sim,Sim,Autódromo,Grajaú,Não,4,0.0,15.0
1024,Terça,Sim,Sim,Berrini,Grajaú,Sim,4,0.0,15.0
1025,Sexta,Sim,Sim,Ceasa,Osasco,Não,5,0.0,13.0
1026,Terça,Sim,Sim,Jurubatuba,Grajaú,Não,4,0.0,10.0
1027,Segunda,Não,Não,Cidade Jardim,Grajaú,Não,2,0.0,7.0
1028,Sábado,Sim,Sim,João Dias,Grajaú,Sim,4,0.0,9.0
1029,Terça,Não,Sim,Santo Amaro,Grajaú,Não,3,0.0,5.0
1030,Quarta,Não,Não,Jurubatuba,Osasco,Sim,3,0.0,6.0
1031,Sexta,Sim,Não,Autódromo,Osasco,Não,4,0.0,11.0
1032,Terça,Não,Não,Grajau,Osasco,Não,3,0.0,5.0
1033,Domingo,Sim,Sim,Vila Olímpia,Osasco,Sim,5,0.0,12.0
1034,Quarta,Sim,Sim,Hebraica Rebouças,Grajaú,Não,5,0.0,14.0
1035,Quinta,Sim,Sim,Grajau,Grajaú,Não,4,0.0,10.0
1036,Domingo,Sim,Sim,Cidade Universitária,Osasco,Não,4,0.0,14.0
1037,Domingo,Não,Sim,Granja Julieta,Grajaú,Não,2,0.0,6.0
1038,Domingo,Sim,Sim,Vila Olímpia,Grajaú,Não,4,0.0,14.0
1039,Sábado,Não,Sim,Osasco,Osasco,Não,3,0.0,4.0
1040,Segunda,Não,Sim,Villa-Lobos Jaguaré,Osasco,Não,3,0.0,8.0
1041,Quarta,Sim,Sim,Santo Amaro,Osasco,Não,4,0.0,13.0
1042,Quinta,Sim,Não,João Dias,Grajaú,Não,5,0.0,12.0
1043,Terça,Sim,Não,Villa-Lobos Jaguaré,Osasco,Sim,3,0.0,10.0
1044,Quinta,Sim,Sim,Villa-Lobos Jaguaré,Grajaú,Não,4,0.0,14.0
1045,Quarta,Sim,Sim,Socorro,Osasco,Sim,4,0.0,11.0
1046,Quinta,Sim,Sim,Autódromo,Grajaú,Não,4,0.0,15.0
1047,Domingo,Sim,Sim,Ceasa,Osasco,Não,4,0.0,12.0
1048,Terça,Não,Não,Hebraica Rebouças,Grajaú,Sim,1,0.0,8.0
1049,Segunda,Sim,Não,Pinheiros,Osasco,Não,4,0.0,15.0
1050,Sábado,Sim,Sim,Primavera Interlagos,Grajaú,Sim,3,0.0,10.0
1051,Quarta,Não,Não,Morumbi,Grajaú,Não,3,0.0,4.0
1052,Quinta,Sim,Sim,Osasco,Osasco,Não,4,0.0,10.0
1053,Quarta,Não,Não,Pres. Altino,Grajaú,Não,1,0.0,7.0
1054,Segunda,Não,Sim,Berrini,Osasco,Não,1,0.0,3.0
1055,Quarta,Não,Sim,Cidade Jardim,Grajaú,Sim,3,0.0,8.0
1056,Sexta,Sim,Sim,Granja Julieta,Grajaú,Sim,3,0.0,9.0
1057,Sábado,Sim,Sim,Grajau,Osasco,Sim,3,0.0,13.0
1058,Quarta,Sim,Sim,Villa-Lobos Jaguaré,Grajaú,Não,5,0.0,9.0
1059,Sexta,Sim,Sim,Cidade Jardim,Grajaú,Não,5,0.0,14.0
1060,Domingo,Sim,Sim,Villa-Lobos Jaguaré,Grajaú,Não,3,0.0,14.0
1061,Segunda,Sim,Sim,Santo Amaro,Osasco,Não,4,0.0,14.0
1062,Sábado,Sim,Não,Cidade Universitária,Grajaú,Não,4,0.0,11.0
1063,Segunda,Sim,Sim,Osasco,Grajaú,Não,5,0.0,10.0
1064,Terça,Sim,Sim,João Dias,Grajaú,Não,4,0.0,10.0
1065,Segunda,Sim,Não,Vila Olímpia,Grajaú,Não,5,0.0,9.0
1066,Quinta,Sim,Não,Osasco,Osasco,Sim,4,0.0,13.0
1067,Quarta,Sim,Sim,Pinheiros,Grajaú,Não,4,0.0,10.0
1068,Quinta,Sim,Não,Villa-Lobos Jaguaré,Osasco,Não,5,0.0,13.0
1069,Segunda,Sim,Sim,Morumbi,Grajaú,Não,5,0.0,12.0
1070,Sexta,Sim,Sim,Pinheiros,Grajaú,Sim,4,0.0,13.0
1071,Sexta,Não,Sim,Socorro,Grajaú,Não,2,0.0,7.0
1072,Quinta,Sim,Sim,Mendes Vila Natal,Grajaú,Não,4,0.0,15.0
1073,Quinta,Sim,Sim,Primavera Interlagos,Grajaú,Não,4,0.0,12.0
1074,Terça,Sim,Sim,Pres. Altino,Grajaú,Não,4,0.0,10.0
1075,Segunda,Sim,Sim,João Dias,Osasco,Não,5,0.0,11.0
1076,Quinta,Sim,Sim,Morumbi,Osasco,Não,5,0.0,13.0
1077,Segunda,Sim,Sim,Vila Olímpia,Grajaú,Sim,3,0.0,14.0
1078,Segunda,Não,Sim,Osasco,Grajaú,Não,1,0.0,5.0
1079,Sexta,Sim,Não,Autódromo,Grajaú,Sim,5,0.0,9.0
1080,Domingo,Não,Sim,Vila Olímpia,Grajaú,Não,3,0.0,7.0
1081,Quarta,Não,Sim,Primavera Interlagos,Grajaú,Não,1,0.0,7.0
1082,Terça,Sim,Sim,João Dias,Grajaú,Sim,4,0.0,9.0
1083,Terça,Sim,Sim,Socorro,Osasco,Sim,4,0.0,11.0
1084,Sexta,Sim,Sim,Berrini,Grajaú,Sim,4,0.0,9.0
1085,Segunda,Sim,Não,Granja Julieta,Grajaú,Não,4,0.0,12.0
1086,Terça,Sim,Sim,Autódromo,Grajaú,Não,5,0.0,10.0
1087,Quarta,Sim,Sim,Osasco,Grajaú,Sim,4,0.0,14.0
1088,Quinta,Não,Não,Cidade Universitária,Osasco,Não,2,0.0,7.0
1089,Sábado,Sim,Não,Hebraica Rebouças,Grajaú,Não,4,0.0,11.0
1090,Domingo,Não,Sim,Ceasa,Grajaú,Não,3,0.0,4.0
1091,Terça,Não,Sim,Jurubatuba,Osasco,Não,3,0.0,5.0
1092,Quinta,Sim,Sim,Cidade Jardim,Osasco,Não,3,0.0,11.0
1093,Segunda,Sim,Sim,Osasco,Grajaú,Não,5,0.0,11.0
1094,Sábado,Não,Sim,Hebraica Rebouças,Osasco,Não,2,0.0,4.0
1095,Segunda,Não,Sim,João Dias,Grajaú,Não,3,0.0,8.0
1096,Quinta,Não,Sim,Santo Amaro,Osasco,Não,3,0.0,5.0
1097,Quarta,Sim,Sim,Socorro,Osasco,Não,4,0.0,15.0
1098,Terça,Não,Sim,Hebraica Rebouças,Grajaú,Não,1,0.0,4.0
1099,Domingo,Sim,Sim,Grajau,Osasco,Não,5,0.0,12.0
1100,Terça,Sim,Não,Hebraica Rebouças,Osasco,Sim,4,0.0,13.0
1101,Terça,Sim,Sim,Hebraica Rebouças,Grajaú,Não,4,0.0,9.0
1102,Sexta,Sim,Não,Ceasa,Osasco,Não,3,0.0,14.0
1103,Domingo,Sim,Sim,João Dias,Grajaú,Não,5,0.0,10.0
1104,Quinta,Sim,Não,Pinheiros,Osasco,Não,5,0.0,9.0
1105,Quinta,Não,Sim,Socorro,Osasco,Não,3,0.0,6.0
1106,Segunda,Sim,Sim,Jurubatuba,Grajaú,Não,4,0.0,13.0
1107,Domingo,Sim,Sim,Primavera Interlagos,Osasco,Não,3,0.0,12.0
1108,Sábado,Sim,Sim,Jurubatuba,Osasco,Não,3,0.0,15.0
1109,Quinta,Sim,Não,Villa-Lobos Jaguaré,Grajaú,Sim,4,0.0,9.0
1110,Quinta,Sim,Sim,Ceasa,Grajaú,Não,3,0.0,15.0
1111,Quarta,Sim,Não,Cidade Universitária,Osasco,Não,4,0.0,13.0
1112,Quinta,Sim,Não,Granja Julieta,Grajaú,Não,4,0.0,13.0
1113,Quinta,Sim,Sim,Vila Olímpia,Osasco,Não,4,0.0,13.0
1114,Terça,Sim,Sim,Granja Julieta,Osasco,Não,3,0.0,12.0
1115,Sábado,Não,Não,Primavera Interlagos,Osasco,Sim,2,0.0,7.0
1116,Quarta,Não,Sim,Hebraica Rebouças,Grajaú,Não,3,0.0,4.0
1117,Sexta,Sim,Sim,Jurubatuba,Osasco,Não,5,0.0,9.0
1118,Segunda,Sim,Sim,Socorro,Osasco,Não,4,0.0,15.0
1119,Domingo,Sim,Sim,Vila Olímpia,Osasco,Não,5,0.0,10.0
1120,Quinta,Sim,Sim,Ceasa,Grajaú,Não,5,0.0,11.0
1121,Segunda,Sim,Sim,Vila Olímpia,Osasco,Não,5,0.0,9.0
1122,Quinta,Não,Sim,Pres. Altino,Osasco,Não,3,0.0,4.0
1123,Quarta,Sim,Sim,Ceasa,Osasco,Sim,3,0.0,15.0
1124,Terça,Não,Não,Pres. Altino,Osasco,Não,1,0.0,4.0
1125,Sábado,Não,Sim,Primavera Interlagos,Osasco,Não,1,0.0,8.0
1126,Sexta,Sim,Sim,João Dias,Grajaú,Não,5,0.0,14.0
1127,Segunda,Sim,Sim,Berrini,Grajaú,Não,3,0.0,9.0
1128,Quarta,Não,Sim,Morumbi,Grajaú,Não,2,0.0,3.0
1129,Quarta,Sim,Não,Socorro,Osasco,Não,3,0.0,12.0
1130,Domingo,Não,Sim,Morumbi,Osasco,Não,2,0.0,4.0
1131,Sábado,Sim,Sim,João Dias,Osasco,Não,4,0.0,15.0
1132,Sexta,Sim,Sim,Grajau,Grajaú,Não,5,0.0,9.0
1133,Segunda,Não,Sim,Cidade Universitária,Osasco,Não,1,0.0,6.0
1134,Sábado,Não,Sim,João Dias,Grajaú,Não,1,0.0,3.0
1135,Quarta,Sim,Sim,Cidade Universitária,Osasco,Não,5,0.0,10.0
1136,Sábado,Não,Sim,Grajau,Osasco,Não,2,0.0,7.0
1137,Domingo,Sim,Sim,Mendes Vila Natal,Grajaú,Não,4,0.0,15.0
1138,Segunda,Sim,Não,Hebraica Rebouças,Grajaú,Não,3,0.0,15.0
1139,Sábado,Sim,Sim,Berrini,Osasco,Não,4,0.0,15.0
1140,Terça,Sim,Sim,Santo Amaro,Grajaú,Não,5,0.0,14.0
1141,Domingo,Sim,Sim,Mendes Vila Natal,Osasco,Não,5,0.0,9.0
1142,Quarta,Sim,Sim,Osasco,Osasco,Não,4,0.0,15.0
1143,Quinta,Não,Sim,Hebraica Rebouças,Grajaú,Não,2,0.0,3.0
1144,Sábado,Sim,Sim,Hebraica Rebouças,Grajaú,Não,3,0.0,9.0
1145,Segunda,Sim,Sim,Grajau,Osasco,Sim,5,0.0,14.0
1146,Domingo,Não,Sim,Santo Amaro,Osasco,Não,2,0.0,4.0
1147,Segunda,Não,Não,Berrini,Osasco,Não,3,0.0,7.0
1148,Terça,Sim,Sim,Hebraica Rebouças,Osasco,Não,4,0.0,15.0
1149,Domingo,Sim,Sim,Socorro,Grajaú,Sim,5,0.0,14.0
1150,Quarta,Sim,Não,Autódromo,Grajaú,Não,5,0.0,12.0
1151,Terça,Sim,Sim,Hebraica Rebouças,Osasco,Sim,5,0.0,14.0
1152,Segunda,Sim,Sim,Pinheiros,Grajaú,Não,4,0.0,13.0
1153,Sábado,Sim,Sim,Granja Julieta,Osasco,Sim,3,0.0,13.0
1154,Sábado,Não,Sim,Primavera Interlagos,Grajaú,Não,2,0.0,6.0
1155,Quinta,Não,Sim,João Dias,Osasco,Não,2,0.0,6.0
1156,Quarta,Não,Sim,Santo Amaro,Osasco,Não,2,0.0,8.0
1157,Segunda,Sim,Sim,Villa-Lobos Jaguaré,Osasco,Sim,3,0.0,12.0
1158,Domingo,Sim,Sim,Pinheiros,Osasco,Não,5,0.0,13.0
1159,Terça,Não,Sim,Villa-Lobos Jaguaré,Osasco,Não,1,0.0,3.0
1160,Quinta,Não,Sim,Morumbi,Grajaú,Não,3,0.0,7.0
1161,Sábado,Sim,Não,Osasco,Osasco,Não,5,0.0,15.0
1162,Domingo,Não,Sim,Granja Julieta,Osasco,Não,1,0.0,4.0
1163,Domingo,Sim,Sim,Vila Olímpia,Osasco,Sim,5,0.0,14.0
1164,Sábado,Sim,Não,Pinheiros,Grajaú,Não,4,0.0,12.0
1165,Sábado,Sim,Sim,João Dias,Grajaú,Não,5,0.0,13.0
1166,Segunda,Sim,Sim,Pinheiros,Grajaú,Não,3,0.0,13.0
1167,Terça,Sim,Não,Granja Julieta,Osasco,Não,5,0.0,13.0
1168,Domingo,Não,Sim,Pinheiros,Grajaú,Sim,2,0.0,4.0
1169,Segunda,Sim,Sim,Osasco,Grajaú,Não,4,0.0,12.0
1170,Terça,Sim,Sim,Jurubatuba,Grajaú,Não,4,0.0,13.0
1171,Domingo,Sim,Sim,Cidade Jardim,Grajaú,Não,5,0.0,13.0
1172,Terça,Sim,Sim,Pres. Altino,Grajaú,Não,4,0.0,15.0
1173,Quinta,Não,Sim,Ceasa,Osasco,Não,2,0.0,3.0
1174,Domingo,Sim,Não,Grajau,Grajaú,Sim,4,0.0,15.0
1175,Terça,Não,Sim,Granja Julieta,Grajaú,Não,3,0.0,8.0
1176,Quarta,Não,Sim,Cidade Universitária,Grajaú,Não,1,0.0,5.0
1177,Quarta,Sim,Sim,Grajau,Osasco,Não,5,0.0,9.0
1178,Sexta,Sim,Sim,João Dias,Grajaú,Não,5,0.0,12.0
1179,Domingo,Sim,Sim,Primavera Interlagos,Grajaú,Não,5,0.0,11.0
1180,Terça,Sim,Sim,Osasco,Grajaú,Sim,5,0.0,11.0
1181,Segunda,Sim,Sim,Pinheiros,Osasco,Sim,5,0.0,9.0
1182,Segunda,Sim,Sim,Pres. Altino,Grajaú,Sim,5,0.0,14.0
1183,Sábado,Sim,Sim,Osasco,Osasco,Não,4,0.0,13.0
1184,Sábado,Sim,Sim,Berrini,Osasco,Não,5,0.0,9.0
1185,Domingo,Sim,Não,Vila Olímpia,Grajaú,Sim,5,0.0,15.0
1186,Segunda,Sim,Sim,Hebraica Rebouças,Osasco,Não,5,0.0,12.0
1187,Segunda,Sim,Sim,Primavera Interlagos,Grajaú,Não,3,0.0,9.0
1188,Domingo,Não,Sim,Berrini,Grajaú,Sim,2,0.0,7.0
1189,Segunda,Sim,Sim,Grajau,Grajaú,Não,3,0.0,15.0
1190,Domingo,Sim,Sim,Socorro,Osasco,Não,5,0.0,15.0
1191,Sábado,Não,Sim,Ceasa,Osasco,Não,2,0.0,5.0
1192,Quinta,Não,Sim,Villa-Lobos Jaguaré,Grajaú,Não,1,0.0,3.0
1193,Terça,Sim,Não,Pinheiros,Grajaú,Sim,4,0.0,14.0
1194,Terça,Não,Sim,Socorro,Osasco,Não,2,0.0,5.0
1195,Segunda,Sim,Não,Villa-Lobos Jaguaré,Grajaú,Não,4,0.0,11.0
1196,Quarta,Não,Não,Morumbi,Grajaú,Não,3,0.0,4.0
1197,Terça,Sim,Sim,Grajau,Grajaú,Não,4,0.0,13.0
1198,Sexta,Sim,Sim,Pinheiros,Grajaú,Não,4,0.0,14.0
1199,Segunda,Não,Sim,Cidade Jardim,Osasco,Não,2,0.0,3.0
1200,Sábado,Sim,Sim,Grajau,Grajaú,Sim,5,0.0,13.0
1201,Terça,Sim,Sim,Grajau,Osasco,Sim,4,0.0,15.0
1202,Quarta,Não,Sim,Berrini,Grajaú,Não,2,0.0,6.0
1203,Domingo,Sim,Não,Cidade Jardim,Osasco,Não,5,0.0,12.0
1204,Domingo,Sim,Sim,Primavera Interlagos,Osasco,Não,4,0.0,12.0
1205,Domingo,Não,Não,Hebraica Rebouças,Osasco,Não,2,0.0,7.0
1206,Sexta,Sim,Sim,Morumbi,Osasco,Não,4,0.0,12.0
1207,Domingo,Sim,Sim,Primavera Interlagos,Osasco,Não,5,0.0,10.0
1208,Quinta,Sim,Sim,Vila Olímpia,Grajaú,Não,5,0.0,12.0
1209,Quinta,Sim,Sim,Pinheiros,Osasco,Sim,5,0.0,10.0
1210,Domingo,Sim,Sim,Autódromo,Grajaú,Não,5,0.0,14.0
1211,Quinta,Sim,Sim,Cidade Jardim,Osasco,Sim,5,0.0,12.0
1212,Domingo,Não,Não,Jurubatuba,Grajaú,Não,2,0.0,6.0
1213,Terça,Sim,Sim,Pinheiros,Osasco,Sim,5,0.0,9.0
1214,Quarta,Sim,Sim,Jurubatuba,Grajaú,Não,5,0.0,14.0
1215,Terça,Sim,Sim,Cidade Universitária,Grajaú,Não,5,0.0,11.0
1216,Sexta,Não,Sim,Santo Amaro,Grajaú,Não,2,0.0,8.0
1217,Terça,Sim,Sim,Mendes Vila Natal,Grajaú,Não,4,0.0,13.0
1218,Quinta,Não,Não,Socorro,Grajaú,Sim,1,0.0,3.0
1219,Sábado,Sim,Sim,Socorro,Osasco,Sim,5,0.0,14.0
1220,Sábado,Não,Sim,Berrini,Grajaú,Não,2,0.0,4.0
1221,Quinta,Sim,Sim,Primavera Interlagos,Grajaú,Sim,4,0.0,9.0
1222,Quarta,Sim,Sim,Cidade Universitária,Grajaú,Não,5,0.0,14.0
1223,Segunda,Não,Não,Hebraica Rebouças,Grajaú,Não,2,0.0,8.0
1224,Terça,Sim,Sim,Primavera Interlagos,Osasco,Não,4,0.0,13.0
1225,Quarta,Sim,Sim,Primavera Interlagos,Grajaú,Não,4,0.0,13.0
1226,Quarta,Não,Sim,Mendes Vila Natal,Grajaú,Não,2,0.0,3.0
1227,Quarta,Não,Sim,João Dias,Grajaú,Sim,2,0.0,3.0
1228,Sexta,Não,Sim,Jurubatuba,Osasco,Não,2,0.0,8.0
1229,Quarta,Sim,Sim,Vila Olímpia,Grajaú,Não,5,0.0,12.0
1230,Quarta,Sim,Não,Osasco,Grajaú,Não,5,0.0,15.0
1231,Quinta,Sim,Sim,Vila Olímpia,Grajaú,Não,5,0.0,10.0
1232,Segunda,Sim,Sim,Berrini,Osasco,Não,4,0.0,12.0
1233,Quarta,Sim,Sim,Jurubatuba,Grajaú,Não,5,0.0,10.0
1234,Quarta,Não,Sim,Cidade Universitária,Grajaú,Sim,2,0.0,3.0
1235,Segunda,Sim,Sim,Morumbi,Osasco,Não,4,0.0,13.0
1236,Sábado,Sim,Sim,Mendes Vila Natal,Osasco,Não,5,0.0,15.0
1237,Domingo,Sim,Sim,Primavera Interlagos,Osasco,Não,5,0.0,9.0
1238,Sábado,Sim,Sim,João Dias,Osasco,Sim,5,0.0,13.0
1239,Segunda,Sim,Não,Grajau,Grajaú,Não,3,0.0,9.0
1240,Quarta,Sim,Sim,Mendes Vila Natal,Grajaú,Não,3,0.0,13.0
1241,Segunda,Não,Não,Autódromo,Osasco,Não,2,0.0,5.0
1242,Quinta,Sim,Sim,Ceasa,Grajaú,Sim,5,0.0,14.0
1243,Sexta,Sim,Sim,Jurubatuba,Osasco,Sim,4,0.0,13.0
